Market penetration (%),Beeline distance (mi),Road distance (mi),eVTOL time (min),Road time (min),eVTOL cost (USD),eVTOL cost per mile (USD/mi),Commute trips share,Personal trips share,Business trips share,Income band A trips share,Income band B trips share,Income band C trips share,Income band D trips share,Income band E trips share
2.1%,48.0,62.4,61.2,130.5,172.9,3.6,4%,91%,5%,19%,18%,15%,20%,28%
5.2%,49.3,88.5,67.9,151.1,178.1,3.6,4%,91%,5%,17%,15%,14%,20%,34%
0.0%,18.2,25.8,59.0,66.3,124.5,6.8,18%,78%,4%,21%,18%,16%,20%,25%
19.9%,15.1,59.5,40.2,92.5,116.1,7.7,7%,87%,6%,18%,13%,13%,17%,39%
4.8%,39.1,51.9,58.5,123.0,157.2,4.0,5%,91%,4%,19%,17%,15%,20%,30%
6.9%,34.4,47.6,58.8,113.4,147.4,4.3,7%,88%,5%,19%,17%,15%,20%,30%
7.3%,32.7,43.8,58.5,119.1,144.0,4.4,5%,90%,5%,20%,16%,14%,19%,31%
0.0%,10.3,14.1,65.8,29.1,108.0,10.5,18%,78%,4%,19%,18%,16%,22%,25%
0.5%,22.5,35.0,59.2,77.8,133.0,5.9,12%,82%,6%,32%,18%,12%,16%,23%
5.5%,22.6,50.2,48.7,92.5,132.6,5.9,9%,86%,5%,17%,14%,13%,18%,38%
0.8%,28.9,35.6,65.0,89.3,144.7,5.0,16%,78%,5%,22%,18%,14%,19%,27%
0.0%,9.6,11.4,36.9,29.2,93.8,9.7,16%,79%,5%,28%,25%,18%,19%,10%
0.6%,8.2,14.1,42.0,49.0,88.3,10.8,15%,81%,3%,23%,19%,17%,21%,18%
4.5%,27.1,46.1,50.6,94.6,138.1,5.1,7%,88%,5%,29%,22%,17%,18%,15%
0.9%,18.9,24.6,49.5,62.4,122.5,6.5,16%,80%,4%,34%,24%,16%,16%,10%
15.5%,31.5,77.4,48.7,105.3,138.5,4.4,3%,89%,8%,26%,22%,17%,20%,15%
6.1%,35.5,51.6,56.9,99.3,147.6,4.2,8%,86%,6%,22%,21%,18%,21%,18%
6.5%,25.8,40.9,49.7,83.9,135.6,5.3,8%,86%,6%,19%,18%,16%,21%,25%
5.2%,11.6,23.0,44.6,64.8,110.4,9.6,21%,74%,5%,25%,18%,15%,18%,24%
3.4%,11.2,19.0,45.9,62.7,105.2,9.4,20%,74%,5%,28%,19%,15%,17%,21%
4.9%,13.2,21.3,44.3,67.6,118.1,9.0,21%,74%,5%,27%,18%,15%,17%,22%
9.7%,26.6,36.3,47.4,84.1,137.1,5.2,5%,90%,5%,27%,22%,17%,19%,14%
0.2%,17.6,22.8,51.1,48.9,121.5,6.9,16%,79%,5%,34%,23%,16%,16%,11%
3.9%,31.7,49.6,55.9,95.4,140.4,4.4,6%,89%,5%,24%,22%,18%,21%,16%
0.0%,3.7,4.7,40.8,18.7,60.0,16.1,21%,75%,4%,31%,23%,17%,18%,10%
5.2%,24.8,33.8,48.8,71.1,133.9,5.4,7%,88%,5%,25%,23%,19%,20%,13%
17.2%,25.1,65.6,47.5,107.8,134.5,5.4,1%,92%,6%,22%,20%,16%,19%,22%
0.0%,7.3,11.6,39.4,25.9,82.8,11.4,16%,81%,4%,22%,19%,17%,22%,19%
8.4%,30.9,43.6,47.2,80.4,144.8,4.7,2%,89%,9%,26%,17%,19%,19%,18%
7.6%,15.0,26.3,40.8,62.5,114.6,7.6,11%,84%,5%,27%,22%,17%,21%,13%
11.2%,20.2,29.5,46.7,78.1,124.2,6.2,4%,90%,6%,25%,22%,18%,20%,15%
6.0%,15.5,26.1,46.0,83.7,115.2,7.4,10%,84%,6%,26%,21%,17%,19%,17%
0.7%,14.7,23.9,48.7,60.8,113.1,7.7,15%,81%,4%,22%,19%,17%,22%,21%
0.0%,13.9,16.5,41.7,34.0,112.0,8.1,16%,79%,5%,39%,23%,15%,15%,8%
3.4%,26.8,34.9,49.2,74.2,137.6,5.1,11%,84%,5%,25%,19%,16%,18%,21%
0.2%,8.6,15.1,50.1,52.8,91.7,10.7,20%,76%,4%,29%,22%,17%,19%,13%
1.1%,16.9,25.2,48.8,66.8,119.1,7.0,17%,79%,4%,27%,22%,17%,19%,15%
12.9%,22.8,35.5,46.9,77.0,129.9,5.7,13%,81%,5%,29%,24%,16%,17%,14%
0.1%,10.2,16.3,40.7,34.1,99.2,9.7,13%,83%,5%,35%,26%,15%,14%,9%
5.2%,38.9,69.2,52.9,101.7,153.6,4.0,1%,92%,7%,29%,23%,17%,18%,13%
2.7%,35.5,49.1,56.9,100.2,148.0,4.2,10%,85%,5%,29%,24%,17%,17%,13%
8.9%,16.2,31.9,46.6,60.9,116.4,7.2,7%,88%,5%,24%,20%,15%,20%,20%
0.0%,8.5,12.9,39.3,33.6,91.3,10.7,22%,74%,4%,29%,20%,14%,16%,21%
0.0%,5.4,10.4,38.3,29.5,72.2,13.3,21%,74%,4%,29%,20%,14%,16%,21%
1.7%,7.0,13.3,41.9,49.5,82.1,11.8,21%,74%,4%,29%,20%,14%,16%,21%
3.5%,18.1,26.9,46.0,59.5,120.3,6.7,10%,85%,5%,32%,25%,17%,16%,10%
0.1%,9.8,15.6,41.0,29.1,97.8,9.9,11%,84%,5%,33%,26%,16%,15%,10%
2.0%,29.4,46.6,57.0,95.9,143.2,4.9,14%,82%,4%,26%,24%,17%,18%,15%
0.0%,6.2,7.1,39.3,20.7,77.5,12.4,19%,77%,4%,30%,25%,17%,17%,10%
12.6%,23.4,34.6,47.9,77.8,131.2,5.6,16%,81%,3%,31%,26%,16%,17%,9%
8.3%,31.2,59.9,50.8,102.6,138.0,4.4,5%,91%,3%,24%,20%,15%,16%,23%
0.1%,12.9,19.5,49.1,50.7,108.4,8.4,15%,81%,4%,25%,22%,17%,20%,16%
4.5%,25.9,35.8,47.7,64.9,136.0,5.3,7%,86%,7%,25%,20%,15%,16%,24%
10.5%,15.8,26.7,40.1,56.7,116.5,7.4,14%,82%,4%,29%,24%,17%,18%,11%
0.8%,11.6,18.3,51.3,58.2,103.8,9.0,7%,88%,5%,29%,24%,17%,18%,12%
6.0%,8.1,17.7,43.8,55.1,87.8,10.8,10%,84%,6%,30%,24%,17%,16%,14%
0.4%,16.7,23.9,49.6,57.2,117.7,7.1,13%,82%,5%,24%,20%,16%,20%,20%
0.0%,5.3,9.5,38.0,19.2,71.2,13.5,14%,82%,5%,39%,26%,15%,13%,6%
0.6%,18.8,27.0,45.4,51.8,121.7,6.5,10%,84%,5%,27%,22%,15%,16%,20%
0.0%,4.8,6.1,41.4,16.1,67.8,14.1,18%,77%,5%,33%,23%,16%,16%,13%
9.7%,35.0,55.5,63.9,124.3,151.1,4.3,11%,84%,5%,26%,18%,15%,18%,22%
0.3%,24.5,32.3,54.5,83.8,136.6,5.6,17%,79%,4%,32%,19%,15%,16%,18%
20.7%,31.4,87.4,63.3,132.8,144.3,4.6,4%,91%,5%,22%,17%,15%,20%,26%
3.2%,41.6,62.7,73.2,125.3,166.4,4.0,6%,89%,5%,20%,18%,17%,21%,24%
6.1%,32.2,52.6,66.2,113.5,145.6,4.5,8%,87%,4%,19%,15%,14%,20%,31%
1.9%,19.7,35.5,57.5,95.3,128.9,6.5,24%,72%,5%,26%,16%,14%,17%,28%
1.7%,19.4,29.5,55.9,95.3,127.5,6.6,22%,73%,5%,27%,16%,14%,17%,26%
1.8%,21.4,34.9,56.6,97.2,131.7,6.2,23%,72%,5%,27%,16%,14%,17%,27%
3.5%,34.6,44.8,70.5,115.3,151.2,4.4,9%,87%,4%,23%,18%,16%,19%,24%
0.2%,22.6,32.3,53.5,74.1,133.5,5.9,16%,80%,4%,32%,19%,15%,16%,18%
4.5%,39.0,59.7,78.0,130.9,161.6,4.1,10%,86%,5%,22%,19%,17%,20%,22%
0.0%,10.8,15.4,50.0,61.4,104.7,9.7,20%,76%,4%,28%,20%,16%,18%,18%
4.4%,31.9,52.3,64.7,114.3,144.7,4.5,10%,86%,5%,25%,20%,17%,19%,18%
19.7%,27.2,77.1,68.1,137.6,145.3,5.3,6%,90%,4%,19%,17%,16%,20%,28%
0.0%,6.0,7.7,61.4,27.3,82.2,13.7,19%,78%,3%,24%,19%,16%,20%,21%
6.1%,32.4,52.1,63.9,106.6,146.2,4.5,9%,87%,5%,19%,14%,14%,19%,35%
3.2%,22.0,40.3,53.3,102.8,133.2,6.1,12%,84%,4%,25%,19%,16%,20%,20%
2.2%,28.1,38.9,64.8,110.4,145.3,5.2,9%,86%,4%,23%,18%,16%,19%,24%
4.3%,23.7,40.8,63.9,113.4,137.3,5.8,10%,85%,5%,25%,18%,15%,19%,23%
0.0%,12.7,19.8,64.7,34.3,115.7,9.1,18%,78%,3%,22%,18%,16%,21%,24%
0.1%,20.0,29.9,52.2,68.7,127.2,6.4,21%,74%,4%,31%,18%,14%,16%,20%
1.5%,31.3,43.7,60.0,98.2,142.9,4.6,13%,82%,4%,22%,16%,15%,18%,28%
0.7%,16.8,30.5,55.6,85.6,121.2,7.2,20%,76%,4%,29%,20%,16%,18%,18%
0.8%,28.0,40.7,55.8,81.7,142.9,5.1,12%,84%,4%,36%,21%,14%,13%,15%
0.4%,38.1,50.6,52.4,65.5,155.2,4.1,12%,84%,4%,26%,19%,15%,18%,23%
0.1%,17.4,28.5,48.3,57.5,122.4,7.1,15%,81%,4%,23%,19%,16%,20%,22%
0.8%,26.6,41.0,52.2,72.0,140.5,5.3,18%,77%,5%,21%,16%,14%,19%,29%
0.5%,15.7,23.6,51.5,69.2,119.9,7.6,22%,74%,5%,25%,15%,13%,16%,32%
1.1%,17.6,26.3,50.7,73.4,123.6,7.0,20%,75%,5%,28%,16%,13%,15%,29%
0.3%,15.9,23.0,51.6,67.4,119.9,7.6,21%,75%,5%,26%,15%,13%,15%,30%
0.0%,14.7,22.2,42.8,40.1,115.1,7.9,15%,80%,5%,28%,19%,15%,17%,21%
1.0%,29.6,43.5,58.9,93.0,145.6,4.9,11%,84%,5%,35%,21%,14%,14%,16%
0.0%,8.3,10.9,40.7,25.8,90.5,10.9,14%,82%,4%,20%,18%,15%,19%,28%
2.4%,26.3,42.8,56.7,99.7,140.5,5.4,13%,83%,4%,32%,21%,16%,16%,15%
0.0%,7.9,11.7,40.4,28.1,89.4,11.3,16%,80%,4%,25%,20%,17%,18%,20%
0.3%,28.8,42.2,50.2,61.1,144.0,5.0,14%,81%,4%,22%,18%,15%,18%,27%
7.6%,33.7,51.3,57.6,110.7,146.1,4.3,8%,87%,5%,24%,18%,16%,19%,23%
1.9%,45.9,63.8,54.7,108.5,169.0,3.7,10%,85%,4%,23%,15%,14%,15%,33%
0.2%,14.3,24.0,44.2,54.6,115.9,8.1,15%,80%,5%,27%,19%,15%,18%,20%
0.0%,15.5,24.7,52.4,56.6,118.4,7.7,19%,76%,5%,27%,20%,16%,17%,20%
0.0%,15.1,20.3,45.2,39.8,116.6,7.7,17%,78%,5%,29%,19%,15%,16%,21%
5.5%,39.3,52.8,58.7,124.5,157.0,4.0,5%,90%,5%,21%,16%,14%,19%,31%
0.9%,25.8,37.6,58.1,91.1,139.6,5.4,13%,83%,4%,45%,21%,13%,11%,10%
4.3%,35.1,52.9,53.7,87.2,148.8,4.2,12%,83%,5%,22%,15%,14%,16%,34%
0.7%,19.6,25.0,55.5,78.5,126.9,6.5,16%,80%,4%,33%,20%,14%,15%,18%
1.3%,49.1,79.5,61.1,108.7,174.7,3.6,11%,84%,4%,34%,21%,15%,15%,14%
0.4%,43.2,58.2,62.5,93.7,165.4,3.8,9%,86%,5%,33%,21%,15%,16%,15%
0.0%,8.3,24.4,45.5,40.0,90.9,10.9,13%,82%,5%,27%,19%,13%,16%,25%
0.1%,17.4,22.5,57.8,69.1,123.8,7.1,28%,68%,4%,33%,18%,13%,13%,23%
0.0%,14.0,18.3,46.9,43.8,114.7,8.2,26%,70%,4%,37%,19%,13%,12%,20%
0.0%,14.3,18.6,47.1,46.9,115.6,8.1,27%,69%,4%,35%,19%,13%,13%,21%
0.0%,17.5,26.2,53.2,58.3,122.5,7.0,15%,81%,4%,35%,22%,15%,14%,14%
0.0%,2.6,3.8,44.9,17.9,51.4,19.7,20%,77%,3%,31%,21%,14%,14%,20%
1.2%,35.7,52.5,60.5,99.9,150.6,4.2,12%,84%,5%,31%,21%,15%,16%,18%
0.1%,15.1,19.2,47.3,42.5,118.4,7.8,19%,77%,4%,37%,23%,15%,14%,11%
0.8%,31.0,41.0,55.5,81.6,148.2,4.8,12%,83%,5%,33%,23%,16%,15%,12%
1.8%,41.3,71.1,70.9,112.8,162.9,3.9,10%,85%,5%,31%,20%,14%,15%,20%
0.1%,19.0,28.3,54.2,67.0,125.6,6.6,19%,76%,4%,31%,20%,15%,16%,18%
0.0%,17.9,27.2,51.8,57.7,123.0,6.9,18%,77%,5%,30%,18%,14%,13%,25%
1.4%,25.0,36.0,51.5,90.5,138.0,5.5,17%,79%,4%,37%,22%,15%,15%,11%
0.0%,12.8,20.0,44.5,39.4,111.0,8.7,12%,83%,4%,32%,22%,16%,15%,16%
0.1%,13.5,21.5,50.2,55.3,113.0,8.4,12%,84%,4%,33%,21%,15%,14%,16%
0.5%,18.4,32.0,54.8,71.6,124.3,6.8,17%,79%,5%,26%,18%,14%,17%,24%
0.0%,5.1,6.8,44.2,19.8,71.6,14.1,19%,77%,4%,41%,21%,13%,12%,12%
0.0%,8.6,12.2,44.1,23.0,92.8,10.7,23%,74%,3%,31%,18%,14%,14%,23%
0.0%,14.6,20.4,49.3,43.7,116.1,7.9,18%,77%,5%,37%,23%,14%,14%,12%
0.0%,29.8,37.6,72.5,51.2,151.9,5.1,17%,78%,4%,23%,19%,17%,21%,21%
0.9%,54.0,79.5,58.4,98.0,182.9,3.4,6%,90%,4%,22%,16%,14%,20%,28%
5.1%,33.2,59.8,54.5,85.4,145.9,4.4,15%,79%,6%,25%,16%,14%,17%,29%
5.9%,36.2,63.5,55.7,94.1,151.5,4.2,14%,81%,6%,26%,16%,14%,17%,27%
3.4%,37.0,62.1,55.5,87.1,153.1,4.1,14%,80%,6%,26%,16%,14%,17%,28%
0.4%,48.4,64.7,55.7,77.1,173.8,3.6,10%,86%,4%,27%,20%,16%,18%,19%
1.3%,48.4,80.6,69.7,118.3,175.7,3.6,9%,86%,4%,33%,21%,14%,15%,16%
0.2%,35.1,43.1,53.5,60.7,149.3,4.3,14%,81%,5%,22%,18%,15%,19%,26%
5.6%,34.9,70.2,68.6,113.3,151.7,4.3,8%,87%,5%,28%,20%,15%,18%,19%
0.0%,30.4,36.9,49.9,45.9,146.8,4.8,16%,79%,5%,26%,21%,17%,19%,17%
0.0%,9.4,12.7,17.6,26.5,96.6,10.3,,,,,,,,
17.6%,36.3,82.4,53.8,117.7,151.0,4.2,7%,88%,6%,22%,18%,16%,21%,24%
0.0%,62.4,102.1,37.7,142.3,195.7,3.1,,,,,,,,
0.8%,27.0,49.6,46.6,61.4,141.3,5.2,7%,89%,4%,28%,19%,16%,19%,18%
0.6%,44.0,61.8,55.6,77.2,166.3,3.8,12%,84%,5%,27%,21%,16%,18%,18%
0.8%,39.3,59.0,54.0,72.9,157.3,4.0,12%,83%,5%,27%,19%,16%,18%,20%
10.5%,44.0,89.6,53.5,128.9,165.6,3.8,12%,80%,8%,25%,16%,15%,20%,24%
1.9%,44.1,74.8,61.2,113.6,166.3,3.8,11%,85%,5%,39%,21%,14%,14%,12%
0.6%,57.6,89.3,78.9,105.7,196.6,3.4,6%,89%,4%,29%,20%,15%,17%,19%
5.4%,34.7,62.1,58.7,96.3,148.4,4.3,5%,89%,6%,29%,19%,15%,18%,19%
0.7%,43.4,57.7,57.5,90.3,165.6,3.8,13%,82%,5%,20%,17%,15%,21%,26%
0.7%,27.0,38.4,52.7,74.4,142.2,5.3,17%,78%,5%,23%,16%,14%,19%,29%
1.1%,30.2,41.2,54.3,81.9,147.2,4.9,16%,79%,5%,24%,16%,14%,18%,27%
0.7%,29.2,38.9,53.0,74.8,145.3,5.0,16%,78%,5%,24%,16%,14%,18%,28%
0.4%,32.0,44.4,49.4,67.4,142.8,4.5,13%,82%,5%,25%,20%,16%,19%,19%
0.4%,44.2,58.3,72.5,109.7,169.2,3.8,9%,86%,5%,33%,21%,15%,16%,15%
0.0%,9.5,12.2,55.5,36.1,101.4,10.7,16%,80%,4%,20%,19%,17%,21%,24%
1.5%,36.4,51.8,64.4,108.5,153.6,4.2,12%,83%,5%,26%,20%,16%,19%,19%
0.0%,12.3,17.2,42.1,34.8,108.0,8.8,17%,79%,4%,23%,21%,18%,21%,17%
0.0%,22.2,33.1,70.0,53.0,138.3,6.2,18%,78%,4%,22%,19%,18%,21%,20%
1.6%,42.7,62.6,64.8,114.9,165.1,3.9,7%,89%,4%,21%,18%,17%,21%,23%
0.7%,60.9,81.8,81.7,115.8,202.4,3.3,6%,88%,5%,18%,15%,15%,18%,34%
0.0%,20.6,28.3,46.1,51.2,129.0,6.3,13%,84%,3%,22%,20%,17%,21%,20%
0.1%,31.8,39.3,54.4,68.1,142.7,4.5,15%,81%,5%,25%,20%,17%,19%,19%
0.0%,29.7,34.7,54.3,61.8,145.5,4.9,15%,81%,5%,26%,20%,16%,19%,19%
1.8%,49.9,70.1,56.9,116.6,176.4,3.5,5%,90%,6%,18%,17%,16%,22%,26%
1.0%,39.8,53.1,65.4,108.1,159.7,4.0,15%,80%,5%,32%,19%,15%,16%,18%
0.3%,51.2,69.5,80.7,100.2,187.1,3.7,8%,87%,5%,28%,19%,16%,17%,19%
1.9%,31.0,42.5,58.2,91.4,148.8,4.8,12%,82%,6%,26%,20%,16%,20%,19%
1.3%,20.9,30.8,53.1,73.2,129.8,6.2,29%,66%,5%,20%,13%,12%,19%,37%
0.5%,17.9,27.2,54.1,69.1,123.8,6.9,25%,70%,5%,23%,14%,12%,18%,34%
0.2%,17.2,27.9,53.7,62.4,122.5,7.1,26%,69%,5%,22%,14%,12%,18%,35%
0.1%,13.0,20.1,45.4,39.8,111.3,8.6,20%,76%,4%,22%,17%,14%,20%,26%
0.2%,10.9,30.7,49.7,57.0,104.1,9.6,13%,82%,5%,24%,19%,13%,17%,27%
1.3%,34.8,52.7,56.9,86.1,148.5,4.3,16%,79%,5%,20%,17%,15%,20%,28%
0.9%,22.1,34.7,55.9,76.9,132.3,6.0,15%,81%,4%,23%,18%,14%,19%,25%
0.6%,31.5,43.4,55.0,72.9,142.2,4.5,17%,78%,5%,22%,18%,15%,20%,25%
1.0%,45.6,68.6,61.5,94.4,170.3,3.7,9%,87%,4%,18%,15%,14%,20%,32%
2.4%,27.0,46.2,56.1,93.3,140.8,5.2,14%,82%,4%,19%,16%,14%,21%,30%
1.2%,21.8,34.9,44.7,62.4,130.3,6.0,20%,76%,4%,19%,13%,13%,19%,36%
2.3%,28.1,46.1,50.8,85.3,142.8,5.1,6%,90%,3%,22%,17%,15%,22%,26%
0.1%,11.7,18.5,43.6,38.3,107.0,9.2,23%,73%,4%,21%,17%,15%,20%,28%
0.0%,15.2,23.3,45.8,46.7,117.3,7.7,24%,72%,4%,21%,16%,15%,20%,28%
5.3%,26.7,50.3,51.8,99.1,139.8,5.2,4%,93%,4%,16%,14%,13%,21%,37%
0.3%,12.3,28.7,49.7,52.8,109.4,8.9,13%,82%,6%,33%,18%,12%,15%,21%
0.7%,9.6,16.4,39.7,31.3,98.1,10.2,15%,80%,5%,18%,13%,12%,19%,37%
1.1%,19.5,35.5,55.8,74.4,126.3,6.5,12%,83%,5%,22%,17%,13%,20%,27%
0.0%,3.5,6.1,64.7,15.3,67.5,19.5,29%,67%,4%,39%,17%,12%,12%,21%
0.0%,3.7,4.6,66.4,24.3,69.9,18.9,29%,67%,4%,39%,17%,11%,12%,21%
0.4%,16.7,26.1,53.0,72.7,122.1,7.3,21%,74%,5%,26%,16%,14%,16%,28%
0.0%,17.8,24.8,57.2,67.5,124.7,7.0,27%,69%,4%,33%,18%,13%,13%,23%
0.7%,21.3,30.4,50.4,73.4,130.9,6.1,19%,75%,5%,22%,16%,14%,17%,32%
0.1%,10.6,16.2,51.9,64.1,105.2,10.0,31%,65%,5%,29%,18%,14%,16%,24%
0.5%,15.0,22.7,49.8,65.6,118.2,7.9,22%,72%,6%,25%,18%,15%,17%,26%
2.3%,24.7,49.1,53.1,80.3,137.7,5.6,18%,77%,5%,21%,14%,13%,17%,35%
0.9%,18.0,30.1,51.8,80.8,124.6,6.9,27%,68%,5%,25%,16%,14%,17%,27%
3.2%,34.3,44.5,59.2,87.8,148.2,4.3,14%,76%,11%,22%,13%,12%,15%,38%
0.0%,7.6,14.4,37.3,31.4,88.7,11.7,28%,67%,5%,27%,17%,14%,17%,26%
0.3%,11.1,18.5,50.9,64.7,106.7,9.6,23%,71%,6%,24%,17%,15%,17%,28%
0.0%,6.1,10.0,44.0,40.8,79.4,13.0,20%,73%,7%,25%,17%,14%,16%,28%
1.4%,23.9,32.9,54.7,85.1,136.5,5.7,21%,74%,5%,21%,14%,13%,18%,34%
0.0%,13.2,19.0,58.2,65.1,113.8,8.6,29%,67%,4%,38%,18%,12%,12%,20%
0.3%,26.0,33.0,57.5,77.1,140.6,5.4,22%,73%,5%,29%,16%,12%,14%,29%
0.0%,4.1,7.0,46.7,27.2,65.9,16.0,28%,67%,4%,30%,18%,14%,15%,24%
0.0%,2.0,3.0,63.2,23.8,53.9,26.5,29%,67%,4%,38%,17%,12%,12%,21%
0.2%,15.5,22.7,53.2,67.0,119.2,7.7,20%,75%,5%,29%,17%,14%,15%,25%
0.0%,14.4,19.5,47.2,43.6,115.9,8.1,26%,70%,4%,36%,19%,13%,13%,20%
1.8%,24.0,36.4,52.8,85.6,136.2,5.7,18%,76%,5%,23%,16%,14%,17%,30%
0.0%,9.1,13.3,51.6,58.6,98.2,10.8,29%,67%,5%,31%,18%,14%,15%,21%
1.1%,18.1,28.6,50.0,72.0,124.4,6.9,21%,74%,5%,27%,18%,15%,16%,24%
2.8%,27.8,52.5,54.7,84.2,143.0,5.1,18%,77%,5%,21%,14%,13%,17%,34%
0.5%,16.6,26.4,52.4,77.2,121.7,7.3,26%,70%,5%,26%,16%,14%,17%,26%
2.0%,30.9,41.7,56.3,81.4,148.7,4.8,12%,78%,10%,27%,14%,12%,13%,34%
0.1%,11.0,19.6,46.0,56.0,106.3,9.6,27%,69%,5%,29%,17%,14%,16%,24%
0.3%,9.3,16.7,50.0,62.1,98.5,10.6,21%,73%,5%,27%,17%,14%,16%,26%
0.0%,4.4,8.9,44.0,38.4,67.3,15.3,18%,75%,7%,30%,17%,14%,15%,24%
1.2%,21.7,30.9,54.8,81.5,131.6,6.1,19%,75%,6%,22%,14%,13%,18%,33%
0.0%,9.8,15.7,44.4,40.5,100.8,10.3,29%,67%,4%,39%,18%,12%,12%,19%
0.1%,22.6,28.2,57.7,67.7,133.7,5.9,21%,74%,4%,30%,16%,13%,14%,28%
0.0%,2.6,5.8,46.2,24.9,52.8,20.4,25%,70%,5%,35%,18%,13%,14%,20%
0.0%,13.7,19.3,48.5,39.2,115.1,8.4,21%,75%,5%,28%,17%,14%,16%,26%
0.1%,15.1,21.7,57.5,69.5,118.3,7.8,26%,70%,4%,34%,19%,13%,13%,21%
0.8%,22.5,33.7,50.1,74.0,133.1,5.9,19%,76%,5%,22%,16%,14%,17%,31%
0.3%,11.1,15.2,49.9,69.9,106.9,9.6,29%,66%,5%,30%,18%,14%,15%,23%
0.3%,16.9,24.3,51.5,66.3,122.2,7.2,21%,74%,6%,26%,18%,15%,16%,25%
2.0%,28.4,50.3,53.7,80.4,143.8,5.1,18%,77%,5%,21%,14%,13%,17%,35%
0.7%,18.6,29.1,51.7,79.4,125.6,6.7,26%,69%,5%,25%,16%,14%,17%,27%
1.8%,31.7,42.0,55.4,77.7,142.9,4.5,13%,78%,9%,24%,14%,12%,14%,36%
0.1%,11.0,17.9,44.4,55.9,106.0,9.7,27%,68%,5%,28%,17%,14%,17%,25%
0.0%,7.7,13.9,42.3,34.5,88.6,11.5,22%,73%,5%,26%,17%,14%,16%,27%
0.0%,2.6,5.7,41.9,21.8,52.4,20.0,19%,74%,7%,28%,17%,14%,16%,26%
1.8%,23.5,33.6,53.8,83.6,135.3,5.8,19%,75%,6%,21%,13%,13%,18%,34%
0.1%,10.7,18.1,53.2,65.8,104.9,9.8,29%,67%,4%,38%,18%,12%,12%,20%
0.1%,22.8,27.8,54.5,63.5,134.0,5.9,21%,74%,5%,29%,16%,13%,14%,29%
0.0%,4.6,6.9,45.9,36.6,69.2,15.1,26%,69%,5%,33%,18%,13%,14%,22%
0.1%,19.8,29.2,57.9,63.7,128.7,6.5,14%,82%,4%,33%,21%,15%,15%,17%
0.1%,22.9,32.4,49.7,63.9,133.2,5.8,16%,80%,5%,24%,19%,16%,18%,22%
0.3%,23.9,30.5,56.8,84.1,136.3,5.7,14%,81%,5%,31%,21%,16%,16%,16%
0.0%,21.1,29.4,51.4,59.8,129.4,6.1,15%,80%,5%,28%,22%,17%,18%,15%
0.4%,39.2,55.5,54.4,74.4,157.3,4.0,9%,86%,4%,23%,19%,16%,18%,24%
1.6%,30.9,39.8,58.1,96.4,148.0,4.8,8%,88%,4%,25%,19%,16%,19%,21%
4.0%,34.3,49.2,51.1,87.1,147.0,4.3,2%,90%,8%,26%,17%,15%,15%,27%
0.5%,21.5,35.0,45.2,64.4,130.8,6.1,13%,83%,4%,30%,20%,16%,18%,16%
0.0%,6.5,8.7,39.6,15.1,80.3,12.3,21%,75%,4%,28%,21%,17%,17%,17%
0.0%,11.1,16.7,37.9,24.2,105.2,9.4,21%,74%,4%,29%,21%,16%,16%,17%
5.2%,33.8,45.5,55.0,105.5,145.9,4.3,11%,85%,4%,23%,17%,15%,19%,25%
0.1%,17.8,24.5,54.0,62.8,123.8,6.9,17%,79%,4%,43%,22%,14%,12%,9%
0.3%,22.4,35.2,49.5,62.2,132.4,5.9,17%,78%,4%,26%,17%,14%,16%,27%
0.2%,18.1,26.5,59.2,76.1,124.3,6.9,13%,82%,5%,31%,21%,15%,16%,17%
1.0%,37.1,52.0,68.0,110.5,154.7,4.2,11%,84%,5%,32%,21%,15%,15%,16%
0.1%,13.9,17.4,47.3,35.1,115.2,8.3,19%,77%,4%,34%,23%,15%,15%,12%
1.9%,32.0,44.5,57.1,94.0,142.7,4.5,13%,82%,4%,30%,23%,16%,16%,14%
2.7%,41.0,71.3,75.6,122.7,163.2,4.0,10%,85%,5%,31%,20%,14%,15%,19%
0.1%,16.9,25.7,62.4,43.3,126.4,7.5,18%,77%,4%,32%,20%,15%,16%,17%
0.0%,16.7,20.2,55.0,33.6,121.9,7.3,18%,77%,4%,28%,17%,14%,14%,27%
0.9%,25.4,37.8,53.7,89.0,139.4,5.5,16%,79%,4%,36%,22%,15%,15%,13%
0.1%,14.7,23.4,52.8,56.6,117.5,8.0,14%,82%,5%,31%,21%,15%,16%,18%
0.2%,14.7,24.7,52.4,66.9,116.6,7.9,13%,82%,5%,32%,21%,15%,15%,17%
0.2%,15.8,28.7,57.7,48.7,121.9,7.7,15%,80%,5%,26%,18%,14%,17%,24%
0.0%,4.6,6.1,44.7,13.5,68.6,14.8,18%,78%,4%,39%,19%,13%,13%,15%
0.0%,9.2,15.0,43.7,27.9,96.0,10.4,21%,75%,4%,28%,18%,14%,15%,25%
0.0%,14.6,19.9,49.5,39.9,116.0,8.0,18%,77%,5%,34%,24%,14%,15%,14%
2.0%,31.7,50.9,66.3,111.9,144.8,4.6,14%,81%,5%,27%,21%,16%,18%,19%
0.0%,7.1,8.6,39.7,23.7,84.5,11.9,18%,78%,4%,22%,21%,17%,19%,21%
0.0%,26.2,33.3,50.8,59.1,139.5,5.3,17%,79%,4%,20%,19%,17%,20%,25%
2.5%,38.8,57.6,65.2,116.8,157.7,4.1,10%,86%,5%,22%,19%,16%,20%,23%
